id,filename,label
1,freemind-0.9.0/NodeGeneralAction_xmlActionPerformed.java,0
2,freemind-0.9.0/PasteAction__paste.java,0
3,freemind-0.9.0/FreeMind_getLogger.java,0
4,freemind-0.9.0/MindMapHookFactory_actualizePlugins.java,0
6,freemind-0.9.0/Tools_toRelativeURL.java,0
7,freemind-0.9.0/NodeUpAction__moveNodes.java,0
8,freemind-0.9.0/PasteAction_paste.java,0
9,freemind-0.9.0/ImportExplorerFavoritesAction_importExplorerFavorites.java,1
10,freemind-0.9.0/ImportWizard_addClassesFromDir.java,1
11,freemind-0.9.0/MindMapNodeMotionListener_mouseDragged.java,1
12,freemind-0.9.0/FilterComposerDialog_itemStateChanged.java,1
13,freemind-0.9.0/HtmlTools_unescapeHTMLUnicodeEntity.java,1
14,freemind-0.9.0/NewChildAction_addNew.java,1
17,jasml-0.10/SourceCodeParser_parseClassSignature.java,0
19,jasperreports-3.7.3/JRXmlExporter_exportProperties.java,0
20,jasperreports-3.7.3/JRStringUtil_replaceCRwithLF.java,0
22,jasperreports-3.7.3/JRVerifier_verifyEmptyBackground.java,0
23,jasperreports-3.7.3/JRFillCrosstab_resetVariables.java,0
24,jasperreports-3.7.3/JRBaseFiller_setIdentityData.java,0
25,jasperreports-3.7.3/FillTable_visitColumnGroup.java,0
26,jasperreports-3.7.3/JRJdtCompiler_JRJdtCompiler.java,0
27,jasperreports-3.7.3/JRFillCrosstab_computeBreakableHeaders.java,0
28,jasperreports-3.7.3/JRXlsxExporter_closeWorkbook.java,0
29,jasperreports-3.7.3/JRXmlExporter_exportReportToFile.java,0
32,jasperreports-3.7.3/JRHtmlExporter_getHyperlinkTarget.java,1
33,jasperreports-3.7.3/JRDesignCrosstab_inheritCellSize.java,1
34,jasperreports-3.7.3/JRFillElementGroup_getStretchHeightDiff.java,1
35,jasperreports-3.7.3/JExcelApiExporter_getSuitablePaperSize.java,1
36,jasperreports-3.7.3/DefaultChartTheme_calculateTickUnits.java,1
37,jasperreports-3.7.3/JRXmlssExporter_exportReport.java,1
38,jasperreports-3.7.3/JRVerticalFiller_fillSummaryNoLastFooterSamePage.java,1
39,jasperreports-3.7.3/JRHorizontalFiller_fillGroupFooters.java,1
41,jasperreports-3.7.3/JExcelApiExporter_getLoadedFont.java,1
