id,filename,label
1,freemind-0.9.0/NodeGeneralAction_xmlActionPerformed.java,0
3,freemind-0.9.0/FreeMind_getLogger.java,0
4,freemind-0.9.0/MindMapHookFactory_actualizePlugins.java,0
5,freemind-0.9.0/FreeMind_loadMaps.java,0
7,freemind-0.9.0/NodeUpAction__moveNodes.java,0
10,freemind-0.9.0/ImportWizard_addClassesFromDir.java,1
11,freemind-0.9.0/MindMapNodeMotionListener_mouseDragged.java,1
13,freemind-0.9.0/HtmlTools_unescapeHTMLUnicodeEntity.java,1
15,freemind-0.9.0/NodeView_updateText.java,1
16,freemind-0.9.0/StylePattern_loadPattern.java,1
17,jasml-0.10/SourceCodeParser_parseClassSignature.java,0
18,jasperreports-3.7.3/JRApiWriter_writeProperties.java,0
19,jasperreports-3.7.3/JRXmlExporter_exportProperties.java,0
21,jasperreports-3.7.3/JRFillDataset_next.java,0
22,jasperreports-3.7.3/JRVerifier_verifyEmptyBackground.java,0
23,jasperreports-3.7.3/JRFillCrosstab_resetVariables.java,0
24,jasperreports-3.7.3/JRBaseFiller_setIdentityData.java,0
25,jasperreports-3.7.3/FillTable_visitColumnGroup.java,0
26,jasperreports-3.7.3/JRJdtCompiler_JRJdtCompiler.java,0
27,jasperreports-3.7.3/JRFillCrosstab_computeBreakableHeaders.java,0
28,jasperreports-3.7.3/JRXlsxExporter_closeWorkbook.java,0
29,jasperreports-3.7.3/JRXmlExporter_exportReportToFile.java,0
30,jasperreports-3.7.3/JRGridLayout_setGridElement.java,0
31,jasperreports-3.7.3/JRRtfExporter_exportElements.java,1
32,jasperreports-3.7.3/JRHtmlExporter_getHyperlinkTarget.java,1
33,jasperreports-3.7.3/JRDesignCrosstab_inheritCellSize.java,1
34,jasperreports-3.7.3/JRFillElementGroup_getStretchHeightDiff.java,1
35,jasperreports-3.7.3/JExcelApiExporter_getSuitablePaperSize.java,1
36,jasperreports-3.7.3/DefaultChartTheme_calculateTickUnits.java,1
37,jasperreports-3.7.3/JRXmlssExporter_exportReport.java,1
38,jasperreports-3.7.3/JRVerticalFiller_fillSummaryNoLastFooterSamePage.java,1
39,jasperreports-3.7.3/JRHorizontalFiller_fillGroupFooters.java,1
40,jasperreports-3.7.3/JRViewer_createHyperlinks.java,1
41,jasperreports-3.7.3/JExcelApiExporter_getLoadedFont.java,1
42,jasperreports-3.7.3/JRHtmlExporter_exportReportToWriter.java,1
43,jasperreports-3.7.3/JRCsvExporter_exportReport.java,1
44,jasperreports-3.7.3/PptxRunHelper_exportProps.java,1
45,jFin_DateMath-R1.0.1/TypedScheduleGenerator_createPeriod.java,0
46,jFin_DateMath-R1.0.1/TypedScheduleGenerator_generateScheduleInternal.java,1
48,jfreechart-1.0.13/CyclicNumberAxis_getCycleBound.java,0
49,jfreechart-1.0.13/DialPlot_getScale.java,0
50,jfreechart-1.0.13/AbstractCategoryItemRenderer_AbstractCategoryItemRenderer.java,0
53,jfreechart-1.0.13/CategoryPlot_datasetsMappedToDomainAxis.java,0
54,jfreechart-1.0.13/CustomXYToolTipGenerator_equals.java,0
58,jfreechart-1.0.13/DatasetUtilities_iterateRangeBounds.java,0
59,jfreechart-1.0.13/WaferMapRenderer_getLegendCollection.java,0
60,jfreechart-1.0.13/TimePeriodValuesCollection_getDomainBounds.java,0
62,jfreechart-1.0.13/CustomXYURLGenerator_equals.java,1
63,jfreechart-1.0.13/DatasetUtilities_findMaximumRangeValue_1.java,1
65,jfreechart-1.0.13/DatasetUtilities_findMaximumRangeValue_2.java,1
66,jfreechart-1.0.13/MovingAverage_createMovingAverage_2.java,1
67,jfreechart-1.0.13/CategoryPlot_render.java,1
68,jfreechart-1.0.13/JDBCCategoryDataset_executeQuery.java,1
69,jfreechart-1.0.13/XYShapeRenderer_drawItem.java,1
70,jfreechart-1.0.13/XYPlot_render.java,1
71,jfreechart-1.0.13/DefaultStatisticalCategoryDataset_updateBounds.java,1
72,jfreechart-1.0.13/DateAxis_refreshTicksVertical.java,1
75,jgroups-2.10.0/UnmodifiableVector_listIterator.java,0
76,jgroups-2.10.0/Configurator_removeDeprecatedProperties.java,0
77,jgroups-2.10.0/Util_getAllDeclaredMethodsWithAnnotations.java,0
78,jgroups-2.10.0/STREAMING_STATE_TRANSFER_run.java,0
79,jgroups-2.10.0/NakReceiverWindow_remove.java,0
80,jgroups-2.10.0/ProtocolStack_stopStack.java,0
81,jgroups-2.10.0/S3_PING_readAll.java,0
82,jgroups-2.10.0/AckMcastSenderWindow_waitUntilAllAcksReceived.java,0
83,jgroups-2.10.0/ReplCache_objectToByteBuffer.java,0
84,jgroups-2.10.0/Configurator_checkDependencyReferencesPresent.java,0
85,jgroups-2.10.0/RATE_LIMITER_down.java,0
86,jgroups-2.10.0/Proxy_loop.java,0
87,jgroups-2.10.0/Configurator_createProtocols.java,0
89,jgroups-2.10.0/ProtocolStack_destroy.java,1
90,jgroups-2.10.0/TotalOrder_run.java,1
91,jgroups-2.10.0/ReplCache__put.java,1
92,jgroups-2.10.0/COMPRESS_up.java,1
93,jgroups-2.10.0/AUTH_up.java,1
94,jgroups-2.10.0/ReplCache_get.java,1
95,jgroups-2.10.0/TP_run_2.java,1
96,jgroups-2.10.0/ProtocolStack_startStack.java,1
97,jgroups-2.10.0/MemcachedConnector_run.java,1
100,jgroups-2.10.0/Util_replaceProperties.java,1
102,jgroups-2.10.0/Configurator_setDefaultValues.java,1
103,jmoney-0.4.4/AccountEntriesPanel_searchEntryBackwards.java,0
104,jmoney-0.4.4/MainFrame_jbInit.java,0
105,jmoney-0.4.4/EntryComparator_getInstance.java,1
106,jmoney-0.4.4/QIF_exportAccount.java,1
107,poi-3.6/BinaryTree_valuesByValue.java,0
108,poi-3.6/DocumentInputStream_readFully.java,0
109,poi-3.6/EscherAggregate_convertShapes.java,0
110,poi-3.6/Workbook_findDrawingGroup.java,0
111,poi-3.6/Workbook_serialize.java,0
112,poi-3.6/FormulaCellCacheEntrySet_remove.java,0
113,poi-3.6/BooleanFunction_calculate.java,0
114,poi-3.6/Property_readDictionary.java,0
115,poi-3.6/HSSFOptimiser_optimiseFonts.java,0
116,poi-3.6/EventRecordFactory_processRecords.java,1
117,poi-3.6/RecordFactoryInputStream_StreamEncryptionInfo.java,1
118,poi-3.6/HSSFCell_findCellComment.java,1
121,poi-3.6/HyperlinkRecord_HyperlinkRecord.java,1
122,poi-3.6/HSSFSheet_shiftRows.java,1
124,poi-3.6/FormulaParser_parseRangeable.java,1
126,xalan-2.7.1/StringComparable_getComparator.java,0
127,xalan-2.7.1/SAXImpl_handleTextEscaping.java,0
128,xalan-2.7.1/BitArray_getBitNumber.java,0
130,xalan-2.7.1/ObjectFactory_findClassLoader.java,0
131,xalan-2.7.1/XML11Char_isXML11ValidNmtoken.java,0
132,xalan-2.7.1/TreeWalker_traverse.java,0
133,xalan-2.7.1/UnionChildIterator_acceptNode.java,0
134,xalan-2.7.1/FunctionCall_findConstructors.java,0
137,xalan-2.7.1/Variable_getElemVariable.java,0
138,xalan-2.7.1/KeyTable_getRefsTable.java,0
139,xalan-2.7.1/ObjectFactory_findProviderClass_2.java,1
140,xalan-2.7.1/ObjectFactory_findProviderClass_1.java,1
141,xalan-2.7.1/TypedPrecedingIterator_next.java,1
143,xalan-2.7.1/DOM3TreeWalker_isWFXMLChar.java,1
