id,filename,label
2,freemind-0.9.0/PasteAction__paste.java,0
3,freemind-0.9.0/FreeMind_getLogger.java,0
4,freemind-0.9.0/MindMapHookFactory_actualizePlugins.java,0
5,freemind-0.9.0/FreeMind_loadMaps.java,0
6,freemind-0.9.0/Tools_toRelativeURL.java,0
7,freemind-0.9.0/NodeUpAction__moveNodes.java,0
8,freemind-0.9.0/PasteAction_paste.java,0
9,freemind-0.9.0/ImportExplorerFavoritesAction_importExplorerFavorites.java,1
10,freemind-0.9.0/ImportWizard_addClassesFromDir.java,1
12,freemind-0.9.0/FilterComposerDialog_itemStateChanged.java,1
13,freemind-0.9.0/HtmlTools_unescapeHTMLUnicodeEntity.java,1
14,freemind-0.9.0/NewChildAction_addNew.java,1
15,freemind-0.9.0/NodeView_updateText.java,1
16,freemind-0.9.0/StylePattern_loadPattern.java,1
17,jasml-0.10/SourceCodeParser_parseClassSignature.java,0
18,jasperreports-3.7.3/JRApiWriter_writeProperties.java,0
19,jasperreports-3.7.3/JRXmlExporter_exportProperties.java,0
20,jasperreports-3.7.3/JRStringUtil_replaceCRwithLF.java,0
21,jasperreports-3.7.3/JRFillDataset_next.java,0
22,jasperreports-3.7.3/JRVerifier_verifyEmptyBackground.java,0
23,jasperreports-3.7.3/JRFillCrosstab_resetVariables.java,0
28,jasperreports-3.7.3/JRXlsxExporter_closeWorkbook.java,0
29,jasperreports-3.7.3/JRXmlExporter_exportReportToFile.java,0
30,jasperreports-3.7.3/JRGridLayout_setGridElement.java,0
31,jasperreports-3.7.3/JRRtfExporter_exportElements.java,1
32,jasperreports-3.7.3/JRHtmlExporter_getHyperlinkTarget.java,1
33,jasperreports-3.7.3/JRDesignCrosstab_inheritCellSize.java,1
34,jasperreports-3.7.3/JRFillElementGroup_getStretchHeightDiff.java,1
35,jasperreports-3.7.3/JExcelApiExporter_getSuitablePaperSize.java,1
36,jasperreports-3.7.3/DefaultChartTheme_calculateTickUnits.java,1
37,jasperreports-3.7.3/JRXmlssExporter_exportReport.java,1
38,jasperreports-3.7.3/JRVerticalFiller_fillSummaryNoLastFooterSamePage.java,1
